"dis3l2_yg_cKO_1_1_S11_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_1_2_S14_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_1_3_S9_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_1_4_S12_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_1_S15_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_2_S10_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_3_S13_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_4_S16_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_1_S6_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_2_S1_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_3_S4_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_4_S7_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_1_S2_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_2_S5_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_3_S8_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_4_S3_L001_R1_001_cutadaptAligned_genes_yes.txt"
"ENSMUSG00000105633" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105634" 0 3 0 5 0 2 1 3 0 2 9 0 0 0 0 6
"ENSMUSG00000105635" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105636" 0 0 1 0 0 0 2 0 6 0 0 0 0 0 0 4
"ENSMUSG00000105637" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105638" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105639" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105640" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0
"ENSMUSG00000105641" 0 2 0 3 7 1 0 0 5 0 0 5 8 15 0 2
"ENSMUSG00000105642" 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105643" 0 13 0 0 0 0 0 1 0 0 0 0 0 0 5 3
"ENSMUSG00000105644" 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0
"ENSMUSG00000105645" 8 7 14 22 8 15 16 13 0 0 3 1 5 4 1 1
"ENSMUSG00000105646" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105647" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105648" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105649" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105650" 1 7 0 0 0 1 0 0 0 0 0 7 0 0 0 2
"ENSMUSG00000105651" 4 7 8 0 13 0 17 4 3 3 4 2 1 9 5 6
"ENSMUSG00000105652" 0 0 0 0 11 0 0 6 0 0 0 0 0 0 0 0
"ENSMUSG00000105653" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105654" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105655" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSMUSG00000105656" 0 0 5 4 0 0 2 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105657" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105658" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSMUSG00000105659" 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSMUSG00000105660" 0 1 8 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSMUSG00000105661" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105662" 29 81 105 122 78 38 104 81 9 10 31 15 40 46 9 5
"ENSMUSG00000105663" 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105664" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105665" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105666" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105667" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105668" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105669" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105670" 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0
"ENSMUSG00000105671" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105672" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105673" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105674" 70 68 106 111 138 119 121 127 40 42 28 55 75 30 29 35
"ENSMUSG00000105675" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSMUSG00000105676" 12 3 20 31 29 26 18 29 0 0 0 0 0 0 0 0
"ENSMUSG00000105677" 0 2 0 0 0 0 6 1 0 0 0 0 0 0 0 2
"ENSMUSG00000105678" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105679" 1 0 2 0 1 0 11 1 0 0 0 0 0 0 1 2
"ENSMUSG00000105680" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105681" 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105682" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105683" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105684" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105685" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105686" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105687" 8 1 0 0 0 0 0 1 0 0 13 0 0 0 0 0
"ENSMUSG00000105688" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105689" 5 0 7 10 1 0 0 2 1 7 1 0 6 2 13 5
"ENSMUSG00000105690" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105691" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105692" 27 19 32 2 24 24 20 15 44 40 28 47 95 56 39 36
"ENSMUSG00000105693" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105694" 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 7
"ENSMUSG00000105695" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"ENSMUSG00000105696" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105697" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105698" 0 6 0 2 2 3 1 1 0 0 0 0 2 0 0 0
"ENSMUSG00000105699" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105700" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSMUSG00000105701" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105702" 0 0 7 0 0 0 4 0 0 0 0 0 0 1 0 0
"ENSMUSG00000105703" 207 221 377 259 1 1 0 1 10 25 45 33 0 0 0 0
"ENSMUSG00000105704" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105705" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105706" 0 0 4 3 0 1 2 0 1 1 1 0 1 0 0 1
"ENSMUSG00000105707" 0 3 10 0 0 0 0 1 0 0 0 0 0 0 2 10
"ENSMUSG00000105708" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105709" 5 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105710" 1 17 7 5 2 1 4 12 4 3 3 13 0 1 2 4
"ENSMUSG00000105711" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105712" 1 1 1 2 0 0 1 1 8 2 2 2 2 3 0 0
"ENSMUSG00000105713" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105714" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105715" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105716" 2 12 12 0 0 2 3 1 0 0 6 8 1 0 0 0
"ENSMUSG00000105717" 0 3 10 0 1 0 0 1 0 0 0 0 0 0 0 0
"ENSMUSG00000105718" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105719" 0 5 1 0 0 0 0 0 0 4 0 0 0 0 10 7
"ENSMUSG00000105720" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105721" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105722" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105723" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105724" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105725" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105726" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105727" 45 30 73 30 45 34 65 96 10 2 34 11 1 6 12 10
"ENSMUSG00000105728" 1 10 20 7 0 6 0 0 0 0 1 0 0 0 0 3
"ENSMUSG00000105729" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105730" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105731" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105732" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105733" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105734" 15 86 40 30 63 50 32 32 165 139 151 152 454 489 217 285
"ENSMUSG00000105735" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105736" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105737" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105738" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105739" 0 0 0 0 0 0 0 0 6 0 0 1 0 0 0 0
"ENSMUSG00000105740" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105741" 31 23 44 6 21 23 38 28 10 15 2 7 62 4 18 19
"ENSMUSG00000105742" 0 0 3 0 0 0 0 1 0 0 0 0 0 0 1 0
"ENSMUSG00000105743" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105744" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105745" 10 0 3 8 4 1 2 1 5 3 7 2 4 5 1 1
"ENSMUSG00000105746" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105747" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105748" 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0
"ENSMUSG00000105749" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105750" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105751" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"ENSMUSG00000105752" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105753" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105754" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105755" 0 1 18 8 1 0 1 8 0 0 0 0 0 0 0 0
"ENSMUSG00000105756" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105757" 0 0 0 0 0 0 0 0 0 5 0 2 15 5 4 0
"ENSMUSG00000105758" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105759" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"ENSMUSG00000105760" 0 0 10 0 0 0 0 5 0 0 0 0 0 0 0 2
"ENSMUSG00000105761" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105762" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105763" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105764" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105765" 0 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105766" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0
"ENSMUSG00000105767" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105768" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105769" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105770" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105771" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105772" 0 0 13 3 8 5 0 10 1 2 0 5 9 4 14 1
"ENSMUSG00000105773" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105774" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105775" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105776" 4 16 14 0 18 7 27 17 0 0 1 2 8 0 21 5
"ENSMUSG00000105777" 0 4 1 10 0 0 2 0 0 0 2 0 0 0 0 0
"ENSMUSG00000105778" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105779" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105780" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105781" 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0
"ENSMUSG00000105782" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105783" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105784" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105785" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105786" 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSMUSG00000105787" 62 71 86 37 105 91 69 59 0 2 6 0 0 1 1 3
"ENSMUSG00000105788" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105789" 7 7 1 24 17 15 23 7 0 0 0 0 0 0 0 0
"ENSMUSG00000105790" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105791" 0 20 13 0 0 0 0 2 0 0 0 0 0 0 12 0
"ENSMUSG00000105792" 0 0 1 1 7 1 1 1 3 0 0 2 0 4 0 4
"ENSMUSG00000105793" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105794" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105795" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105796" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105797" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105798" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105799" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105800" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105801" 7 0 10 7 0 0 8 0 0 0 0 12 0 20 0 9
"ENSMUSG00000105802" 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 1
"ENSMUSG00000105803" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105804" 0 3 5 0 0 0 0 4 0 0 0 0 0 0 0 0
"ENSMUSG00000105805" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105806" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105807" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105808" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105809" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105810" 0 0 2 0 0 0 0 0 0 10 0 0 0 0 5 0
"ENSMUSG00000105811" 1 1 14 8 9 4 3 4 4 0 4 0 3 0 4 1
"ENSMUSG00000105813" 142 147 146 92 147 108 92 174 100 67 72 98 127 99 130 152
"ENSMUSG00000105814" 11 11 12 10 7 8 17 11 16 18 32 24 27 35 36 7
"ENSMUSG00000105815" 0 0 5 1 0 0 0 0 0 0 0 0 1 0 0 0
"ENSMUSG00000105816" 0 1 0 0 0 0 0 0 4 1 0 0 0 0 1 0
"ENSMUSG00000105817" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105818" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105819" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105820" 5 2 14 18 14 11 8 17 0 0 0 0 0 0 0 0
"ENSMUSG00000105821" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105822" 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0
"ENSMUSG00000105823" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105824" 0 0 7 1 1 0 0 15 1 0 0 2 1 1 1 0
"ENSMUSG00000105825" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105826" 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSMUSG00000105827" 223 267 429 438 194 102 146 116 246 88 132 96 191 153 197 142
"ENSMUSG00000105828" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105829" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105830" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105831" 0 3 0 16 1 5 0 0 0 0 7 14 0 0 0 4
"ENSMUSG00000105832" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"ENSMUSG00000105833" 1 0 0 0 0 0 2 1 0 1 2 0 1 0 1 0
"ENSMUSG00000105834" 0 0 0 0 0 1 0 0 4 5 2 0 1 0 0 9
"ENSMUSG00000105835" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105836" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105837" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105838" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSMUSG00000105839" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105840" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105841" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105842" 2 2 1 0 0 0 0 0 2 2 0 0 0 0 0 0
"ENSMUSG00000105843" 53 79 113 81 88 104 121 119 80 50 101 133 134 82 90 82
"ENSMUSG00000105844" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105845" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105846" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105847" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105848" 9 4 4 3 3 7 1 7 0 0 0 0 2 0 18 5
"ENSMUSG00000105849" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105850" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105851" 2 0 0 0 0 0 0 2 0 0 0 0 10 0 0 0
"ENSMUSG00000105852" 0 0 3 0 0 1 2 6 0 0 0 0 0 0 0 2
"ENSMUSG00000105853" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105854" 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0
"ENSMUSG00000105855" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105856" 1 3 3 0 0 0 0 0 9 0 8 0 0 2 2 0
"ENSMUSG00000105857" 297 360 265 316 302 327 284 204 755 473 742 677 953 943 685 621
"ENSMUSG00000105858" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105859" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105860" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105861" 0 0 1 10 2 0 0 0 0 0 0 0 0 0 13 1
"ENSMUSG00000105862" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105863" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105864" 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105865" 0 0 5 0 0 0 8 0 0 1 0 0 7 0 12 0
"ENSMUSG00000105866" 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2
"ENSMUSG00000105867" 52 35 37 33 33 36 24 31 2 5 15 6 36 0 8 9
"ENSMUSG00000105868" 3 6 7 17 5 0 6 7 21 5 10 55 22 15 8 39
"ENSMUSG00000105869" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105870" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105871" 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105872" 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105873" 4 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
"ENSMUSG00000105874" 169 142 291 282 251 133 139 147 225 86 90 151 235 137 153 240
"ENSMUSG00000105875" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105876" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105877" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105878" 38 26 21 41 26 31 34 14 0 0 0 1 0 0 0 10
"ENSMUSG00000105879" 0 0 1 0 0 0 0 1 1 1 2 2 1 1 2 1
"ENSMUSG00000105880" 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 3
"ENSMUSG00000105881" 123 108 180 141 185 128 138 176 9 9 8 19 4 1 4 9
"ENSMUSG00000105882" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105883" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105884" 0 3 0 0 0 1 1 1 2 2 8 2 16 3 0 0
"ENSMUSG00000105885" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105886" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105887" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105888" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105889" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105890" 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105891" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105892" 0 0 0 0 0 0 0 0 3 1 0 2 1 0 0 1
"ENSMUSG00000105893" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105894" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105895" 8 7 4 4 8 11 16 19 13 8 1 0 25 0 0 8
"ENSMUSG00000105896" 0 0 0 3 0 0 0 5 0 0 0 0 9 0 0 0
"ENSMUSG00000105897" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105898" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105899" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105900" 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105901" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1
"ENSMUSG00000105902" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105903" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105904" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105905" 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
"ENSMUSG00000105906" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105907" 16 16 17 4 5 10 0 9 28 17 15 12 24 28 39 10
"ENSMUSG00000105908" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105909" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105910" 0 1 0 0 0 2 0 2 0 0 0 0 0 0 0 0
"ENSMUSG00000105911" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105912" 0 1 0 1 4 0 3 2 1 0 2 0 0 0 0 0
"ENSMUSG00000105913" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105914" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105915" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105916" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105917" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105918" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105919" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000105920" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
